book slot,ethnicity line,season,page number,page type,template id,template name,detail load,quote text,commercial priority,full prompt,compact prompt,negative prompt
Multiracial Winter 01,Multiracial,Winter,01,Solo portrait,TPL-08,Window + Journal Reflection,Medium,,High,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Person journaling with snow outside.
COMPOSITION (TPL-08 Window + Journal Reflection): Person seated indoors at a window with a journal, mug, or book; the outside view simplified to weather and one or two shapes; indoor comfort props nearby. Top: window frame and weather; Center: seated figure; Lower: blanket, book, mug, plant.
REPRESENTATION: Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Winter): snow, quilts, lamps, cocoa, candles, indoor calm.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: The window view should stay simple and not compete with the figure.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Person journaling with snow outside. Person seated indoors at a window with a journal, mug, or book; the outside view simplified to weather and one or two shapes; indoor comfort props nearby. Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Season cues: snow, quilts, lamps, cocoa, candles, indoor calm. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. The window view should stay simple and not compete with the figure. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Multiracial Winter 02,Multiracial,Winter,02,Solo portrait,TPL-06,Walking Reflection Scene,Light-Medium,,Medium,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Person walking in quiet winter light.
COMPOSITION (TPL-06 Walking Reflection Scene): Single figure outdoors on a path, sidewalk, trail, dock, or shoreline with calm background depth and limited environmental clutter. Top: sky, trees, or buildings minimal; Center: figure; Lower: path, leaves, water, flowers, pavement texture.
REPRESENTATION: Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Winter): snow, quilts, lamps, cocoa, candles, indoor calm.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Keep large sky and path zones open to avoid density.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Person walking in quiet winter light. Single figure outdoors on a path, sidewalk, trail, dock, or shoreline with calm background depth and limited environmental clutter. Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Season cues: snow, quilts, lamps, cocoa, candles, indoor calm. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Keep large sky and path zones open to avoid density. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Multiracial Winter 03,Multiracial,Winter,03,Solo portrait,TPL-01,Solo Portrait Calm Scene,Medium,,High,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Young adult coloring under a blanket.
COMPOSITION (TPL-01 Solo Portrait Calm Scene): One focal person centered slightly off-axis, 2-3 supporting props, light background context, open lower corners. Top: seasonal cues; Center: face/body focal point; Mid-lower: hands/object; Edges: light framing motifs.
REPRESENTATION: Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Winter): snow, quilts, lamps, cocoa, candles, indoor calm.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Leave 35-45 percent open colorable space.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Young adult coloring under a blanket. One focal person centered slightly off-axis, 2-3 supporting props, light background context, open lower corners. Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Season cues: snow, quilts, lamps, cocoa, candles, indoor calm. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Leave 35-45 percent open colorable space. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Multiracial Winter 04,Multiracial,Winter,04,Solo portrait,TPL-01,Solo Portrait Calm Scene,Medium,,High,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Person holding warm drink in soft lamplight.
COMPOSITION (TPL-01 Solo Portrait Calm Scene): One focal person centered slightly off-axis, 2-3 supporting props, light background context, open lower corners. Top: seasonal cues; Center: face/body focal point; Mid-lower: hands/object; Edges: light framing motifs.
REPRESENTATION: Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Winter): snow, quilts, lamps, cocoa, candles, indoor calm.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Leave 35-45 percent open colorable space.
VARIATION: Use 2 of TPL-01 in this book — change the viewpoint and prop cluster: seated vs standing, three-quarter vs frontal, and a different anchor object.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Person holding warm drink in soft lamplight. One focal person centered slightly off-axis, 2-3 supporting props, light background context, open lower corners. Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Season cues: snow, quilts, lamps, cocoa, candles, indoor calm. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Leave 35-45 percent open colorable space. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Multiracial Winter 05,Multiracial,Winter,05,Community scene,TPL-02,Support Circle Scene,Heavy,,High,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Diverse indoor support circle.
COMPOSITION (TPL-02 Support Circle Scene): 3-5 people in a curved or circular arrangement, one clear focal interaction, simple background geometry. Indoor variant uses simple room geometry; outdoor variant uses trees, park edge, or garden as a low-detail backdrop. Top: wall, window, banners, or tree line kept minimal; Center: group interaction; Bottom: chairs, floor, ground, grounding objects.
REPRESENTATION: Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Winter): snow, quilts, lamps, cocoa, candles, indoor calm.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Keep background under 30 percent detail so figures stay readable.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Diverse indoor support circle. 3-5 people in a curved or circular arrangement, one clear focal interaction, simple background geometry. Indoor variant uses simple room geometry; outdoor variant uses trees, park edge, or garden as a low-detail backdrop. Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Season cues: snow, quilts, lamps, cocoa, candles, indoor calm. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Keep background under 30 percent detail so figures stay readable. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Multiracial Winter 06,Multiracial,Winter,06,Community scene,TPL-02,Support Circle Scene,Heavy,,Medium,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Blended family exchanging kind notes.
COMPOSITION (TPL-02 Support Circle Scene): 3-5 people in a curved or circular arrangement, one clear focal interaction, simple background geometry. Indoor variant uses simple room geometry; outdoor variant uses trees, park edge, or garden as a low-detail backdrop. Top: wall, window, banners, or tree line kept minimal; Center: group interaction; Bottom: chairs, floor, ground, grounding objects.
REPRESENTATION: Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Winter): snow, quilts, lamps, cocoa, candles, indoor calm.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Keep background under 30 percent detail so figures stay readable.
VARIATION: Use 2 of TPL-02 in this book — change the seating geometry and eye level: open horseshoe vs closed ring, standing vs seated, and a different room or landscape anchor.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Blended family exchanging kind notes. 3-5 people in a curved or circular arrangement, one clear focal interaction, simple background geometry. Indoor variant uses simple room geometry; outdoor variant uses trees, park edge, or garden as a low-detail backdrop. Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Season cues: snow, quilts, lamps, cocoa, candles, indoor calm. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Keep background under 30 percent detail so figures stay readable. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Multiracial Winter 07,Multiracial,Winter,07,Community scene,TPL-07,Pair Conversation Scene,Medium,,Medium,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Couple or friends watching snowfall in peace.
COMPOSITION (TPL-07 Pair Conversation Scene): Exactly 2-3 figures in close, readable interaction: seated together, standing side by side, or walking together. Anchor is a porch railing, patio edge, park or city bench, kitchen or dining table, shop chair, or shared task. Top: plants, string lights, window, or tree line; Center: the two figures and their shared focus; Bottom: floorboards, table, bench, path, or ground.
REPRESENTATION: Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Winter): snow, quilts, lamps, cocoa, candles, indoor calm.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Keep railing, walls, table, and ground simple enough for color fill.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Couple or friends watching snowfall in peace. Exactly 2-3 figures in close, readable interaction: seated together, standing side by side, or walking together. Anchor is a porch railing, patio edge, park or city bench, kitchen or dining table, shop chair, or shared task. Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Season cues: snow, quilts, lamps, cocoa, candles, indoor calm. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Keep railing, walls, table, and ground simple enough for color fill. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Multiracial Winter 08,Multiracial,Winter,08,Community scene,TPL-07,Pair Conversation Scene,Medium,,High,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Check-in call or visit scene with emotional support.
COMPOSITION (TPL-07 Pair Conversation Scene): Exactly 2-3 figures in close, readable interaction: seated together, standing side by side, or walking together. Anchor is a porch railing, patio edge, park or city bench, kitchen or dining table, shop chair, or shared task. Top: plants, string lights, window, or tree line; Center: the two figures and their shared focus; Bottom: floorboards, table, bench, path, or ground.
REPRESENTATION: Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Natural proportions. No stereotypes, no costume-like exaggeration, no tokenism.
SEASON (Winter): snow, quilts, lamps, cocoa, candles, indoor calm.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Keep railing, walls, table, and ground simple enough for color fill.
VARIATION: Use 2 of TPL-07 in this book — change the arrangement: side by side vs facing, seated vs walking, and a different shared object.
TEXT: none. The page must contain no lettering of any kind.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Check-in call or visit scene with emotional support. Exactly 2-3 figures in close, readable interaction: seated together, standing side by side, or walking together. Anchor is a porch railing, patio edge, park or city bench, kitchen or dining table, shop chair, or shared task. Visibly diverse figures with mixed-feature faces, blended family and friend groupings, and a broad range of tones and hair textures. Season cues: snow, quilts, lamps, cocoa, candles, indoor calm. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Keep railing, walls, table, and ground simple enough for color fill. No text anywhere on the page.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Multiracial Winter 09,Multiracial,Winter,09,Quote page,TPL-03,Quote Page Framed Border,Light,Warmth can begin within.,High,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Warmth and light motif.
COMPOSITION (TPL-03 Quote Page Framed Border): Short centered quote with wide margins and seasonal border motifs on 2-4 sides. Top-third: quote; Outer frame: florals and symbols; Corners: accent clusters; Center whitespace preserved.
REPRESENTATION: no people, no figures, and no body parts anywhere on this page. Cultural character is carried by objects, textiles, plants, and pattern, never by a figure. Keep those details lived-in rather than costume-like.
SEASON (Winter): snow, quilts, lamps, cocoa, candles, indoor calm.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Preserve at least 50 percent open space around text.
QUOTE TEXT: ""Warmth can begin within."" Set centered in the upper-middle in a clean serif, well inside the safe margin. This is the only text on the page.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Warmth and light motif. Short centered quote with wide margins and seasonal border motifs on 2-4 sides. no people, no figures, and no body parts anywhere on this page. Cultural character is carried by objects, textiles, plants, and pattern, never by a figure. Keep those details lived-in rather than costume-like. Season cues: snow, quilts, lamps, cocoa, candles, indoor calm. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Preserve at least 50 percent open space around text. Quote text: ""Warmth can begin within."" centered, upper-middle.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
Multiracial Winter 10,Multiracial,Winter,10,Quote page,TPL-03,Quote Page Framed Border,Light,"I am still here, and that matters.",High,"DOC SPEC: 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin.
SCENE: Quiet strength border.
COMPOSITION (TPL-03 Quote Page Framed Border): Short centered quote with wide margins and seasonal border motifs on 2-4 sides. Top-third: quote; Outer frame: florals and symbols; Corners: accent clusters; Center whitespace preserved.
REPRESENTATION: no people, no figures, and no body parts anywhere on this page. Cultural character is carried by objects, textiles, plants, and pattern, never by a figure. Keep those details lived-in rather than costume-like.
SEASON (Winter): snow, quilts, lamps, cocoa, candles, indoor calm.
TONE: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions.
LINE WORK: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring.
WHITE SPACE: Preserve at least 50 percent open space around text.
VARIATION: Use 2 of TPL-03 in this book — change the border family and quote placement: full frame vs two-corner vs top-and-bottom band.
QUOTE TEXT: ""I am still here, and that matters."" Set centered in the upper-middle in a clean serif, well inside the safe margin. This is the only text on the page.
NEGATIVE: violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration.","Black-and-white printable adult coloring page, 8.5 x 11 inch portrait, 300 DPI, pure black line art on white, no shading, no grayscale, no color fills, all content inside a 0.375 inch safe margin. Quiet strength border. Short centered quote with wide margins and seasonal border motifs on 2-4 sides. no people, no figures, and no body parts anywhere on this page. Cultural character is carried by objects, textiles, plants, and pattern, never by a figure. Keep those details lived-in rather than costume-like. Season cues: snow, quilts, lamps, cocoa, candles, indoor calm. Tone: calm, hopeful, reflective, grounded, and supportive; relaxed posture, open hands, soft expressions. Line work: primary contours 0.75-1.25 pt, secondary detail 0.5-0.75 pt, at least two visibly distinct line weights, nothing below 0.5 pt, fully closed shapes suitable for coloring. Preserve at least 50 percent open space around text. Quote text: ""I am still here, and that matters."" centered, upper-middle.","violence, weapons, bruising, visible injury, drug use, drug paraphernalia, self-harm, police scenes, hospital or clinical crisis imagery, restraints, panic or extreme distress, gray shading, grayscale, color fills, photorealism, 3D render, distorted hands, extra fingers, malformed faces, stray text or watermarks, overcrowded composition, dense mandala fill, low contrast, broken or open outlines, childish cartoon style, ethnic stereotyping, costume-like exaggeration"
